PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
64 bytes from 8.8.8.8: icmp_seq=1068 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=1069 ttl=114 time=24.4 ms
64 bytes from 8.8.8.8: icmp_seq=1070 ttl=114 time=23.5 ms
64 bytes from 8.8.8.8: icmp_seq=1071 ttl=114 time=35.5 ms
64 bytes from 8.8.8.8: icmp_seq=1072 ttl=114 time=24.4 ms
64 bytes from 8.8.8.8: icmp_seq=1073 ttl=114 time=32.7 ms
64 bytes from 8.8.8.8: icmp_seq=1074 ttl=114 time=27.1 ms
64 bytes from 8.8.8.8: icmp_seq=1075 ttl=114 time=30.1 ms
64 bytes from 8.8.8.8: icmp_seq=1076 ttl=114 time=24.1 ms
64 bytes from 8.8.8.8: icmp_seq=1077 ttl=114 time=27.5 ms
64 bytes from 8.8.8.8: icmp_seq=1078 ttl=114 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=1079 ttl=114 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=1080 ttl=114 time=31.9 ms
64 bytes from 8.8.8.8: icmp_seq=1081 ttl=114 time=26.2 ms
64 bytes from 8.8.8.8: icmp_seq=1082 ttl=114 time=25.4 ms
64 bytes from 8.8.8.8: icmp_seq=1083 ttl=114 time=29.0 ms
64 bytes from 8.8.8.8: icmp_seq=1084 ttl=114 time=34.9 ms
64 bytes from 8.8.8.8: icmp_seq=1085 ttl=114 time=57.8 ms
64 bytes from 8.8.8.8: icmp_seq=1086 ttl=114 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=1087 ttl=114 time=24.9 ms
64 bytes from 8.8.8.8: icmp_seq=1088 ttl=114 time=30.7 ms
64 bytes from 8.8.8.8: icmp_seq=1089 ttl=114 time=28.6 ms
64 bytes from 8.8.8.8: icmp_seq=1090 ttl=114 time=35.1 ms
64 bytes from 8.8.8.8: icmp_seq=1091 ttl=114 time=38.3 ms
64 bytes from 8.8.8.8: icmp_seq=1092 ttl=114 time=28.6 ms
64 bytes from 8.8.8.8: icmp_seq=1093 ttl=114 time=39.7 ms
64 bytes from 8.8.8.8: icmp_seq=1094 ttl=114 time=34.0 ms
64 bytes from 8.8.8.8: icmp_seq=1095 ttl=114 time=44.3 ms
64 bytes from 8.8.8.8: icmp_seq=1096 ttl=114 time=26.3 ms
64 bytes from 8.8.8.8: icmp_seq=1097 ttl=114 time=22.5 ms
64 bytes from 8.8.8.8: icmp_seq=1098 ttl=114 time=33.7 ms
64 bytes from 8.8.8.8: icmp_seq=1099 ttl=114 time=61.5 ms
64 bytes from 8.8.8.8: icmp_seq=1100 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=1101 ttl=114 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=1102 ttl=114 time=23.0 ms
64 bytes from 8.8.8.8: icmp_seq=1103 ttl=114 time=26.4 ms
64 bytes from 8.8.8.8: icmp_seq=1104 ttl=114 time=25.3 ms
64 bytes from 8.8.8.8: icmp_seq=1105 ttl=114 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=1106 ttl=114 time=24.1 ms
64 bytes from 8.8.8.8: icmp_seq=1107 ttl=114 time=21.9 ms
64 bytes from 8.8.8.8: icmp_seq=1108 ttl=114 time=30.0 ms
64 bytes from 8.8.8.8: icmp_seq=1109 ttl=114 time=28.4 ms
64 bytes from 8.8.8.8: icmp_seq=1110 ttl=114 time=20.9 ms
64 bytes from 8.8.8.8: icmp_seq=1111 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=1112 ttl=114 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=1113 ttl=114 time=31.8 ms
64 bytes from 8.8.8.8: icmp_seq=1114 ttl=114 time=30.7 ms
64 bytes from 8.8.8.8: icmp_seq=1115 ttl=114 time=26.6 ms
64 bytes from 8.8.8.8: icmp_seq=1116 ttl=114 time=22.5 ms
64 bytes from 8.8.8.8: icmp_seq=1117 ttl=114 time=24.5 ms
64 bytes from 8.8.8.8: icmp_seq=1118 ttl=114 time=35.7 ms
64 bytes from 8.8.8.8: icmp_seq=1119 ttl=114 time=39.7 ms
64 bytes from 8.8.8.8: icmp_seq=1120 ttl=114 time=32.2 ms
64 bytes from 8.8.8.8: icmp_seq=1121 ttl=114 time=38.9 ms
64 bytes from 8.8.8.8: icmp_seq=1122 ttl=114 time=23.3 ms
64 bytes from 8.8.8.8: icmp_seq=1123 ttl=114 time=22.6 ms
64 bytes from 8.8.8.8: icmp_seq=1124 ttl=114 time=28.4 ms
64 bytes from 8.8.8.8: icmp_seq=1125 ttl=114 time=23.2 ms
64 bytes from 8.8.8.8: icmp_seq=1126 ttl=114 time=21.9 ms
64 bytes from 8.8.8.8: icmp_seq=1127 ttl=114 time=30.9 ms
64 bytes from 8.8.8.8: icmp_seq=1128 ttl=114 time=25.0 ms
64 bytes from 8.8.8.8: icmp_seq=1129 ttl=114 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=1130 ttl=114 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=1131 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=1132 ttl=114 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=1133 ttl=114 time=22.9 ms
64 bytes from 8.8.8.8: icmp_seq=1134 ttl=114 time=27.4 ms
64 bytes from 8.8.8.8: icmp_seq=1135 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=1136 ttl=114 time=33.7 ms
64 bytes from 8.8.8.8: icmp_seq=1137 ttl=114 time=25.8 ms
64 bytes from 8.8.8.8: icmp_seq=1138 ttl=114 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=1139 ttl=114 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=1140 ttl=114 time=30.2 ms
64 bytes from 8.8.8.8: icmp_seq=1141 ttl=114 time=35.4 ms
64 bytes from 8.8.8.8: icmp_seq=1142 ttl=114 time=35.7 ms
64 bytes from 8.8.8.8: icmp_seq=1143 ttl=114 time=31.9 ms
64 bytes from 8.8.8.8: icmp_seq=1144 ttl=114 time=37.5 ms
64 bytes from 8.8.8.8: icmp_seq=1145 ttl=114 time=26.0 ms
64 bytes from 8.8.8.8: icmp_seq=1146 ttl=114 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=1147 ttl=114 time=23.6 ms
64 bytes from 8.8.8.8: icmp_seq=1148 ttl=114 time=49.5 ms
64 bytes from 8.8.8.8: icmp_seq=1149 ttl=114 time=34.6 ms
64 bytes from 8.8.8.8: icmp_seq=1150 ttl=114 time=27.6 ms
64 bytes from 8.8.8.8: icmp_seq=1151 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=1152 ttl=114 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=1153 ttl=114 time=31.9 ms
64 bytes from 8.8.8.8: icmp_seq=1154 ttl=114 time=21.3 ms
64 bytes from 8.8.8.8: icmp_seq=1155 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=1156 ttl=114 time=39.0 ms
64 bytes from 8.8.8.8: icmp_seq=1157 ttl=114 time=23.2 ms
64 bytes from 8.8.8.8: icmp_seq=1158 ttl=114 time=27.3 ms
64 bytes from 8.8.8.8: icmp_seq=1159 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=1160 ttl=114 time=28.8 ms
64 bytes from 8.8.8.8: icmp_seq=1161 ttl=114 time=23.3 ms
64 bytes from 8.8.8.8: icmp_seq=1162 ttl=114 time=57.8 ms
64 bytes from 8.8.8.8: icmp_seq=1163 ttl=114 time=26.8 ms
64 bytes from 8.8.8.8: icmp_seq=1164 ttl=114 time=33.7 ms
64 bytes from 8.8.8.8: icmp_seq=1165 ttl=114 time=31.9 ms
64 bytes from 8.8.8.8: icmp_seq=1166 ttl=114 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=1167 ttl=114 time=27.2 ms
64 bytes from 8.8.8.8: icmp_seq=1168 ttl=114 time=34.1 ms
64 bytes from 8.8.8.8: icmp_seq=1169 ttl=114 time=37.6 ms
64 bytes from 8.8.8.8: icmp_seq=1170 ttl=114 time=24.1 ms
64 bytes from 8.8.8.8: icmp_seq=1171 ttl=114 time=27.0 ms
64 bytes from 8.8.8.8: icmp_seq=1172 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=1173 ttl=114 time=28.9 ms
64 bytes from 8.8.8.8: icmp_seq=1174 ttl=114 time=32.7 ms
64 bytes from 8.8.8.8: icmp_seq=1175 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=1176 ttl=114 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=1177 ttl=114 time=26.8 ms
64 bytes from 8.8.8.8: icmp_seq=1178 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=1179 ttl=114 time=24.9 ms
64 bytes from 8.8.8.8: icmp_seq=1180 ttl=114 time=28.0 ms
64 bytes from 8.8.8.8: icmp_seq=1181 ttl=114 time=23.4 ms
64 bytes from 8.8.8.8: icmp_seq=1182 ttl=114 time=27.4 ms
64 bytes from 8.8.8.8: icmp_seq=1183 ttl=114 time=29.8 ms
64 bytes from 8.8.8.8: icmp_seq=1184 ttl=114 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=1185 ttl=114 time=27.4 ms
64 bytes from 8.8.8.8: icmp_seq=1186 ttl=114 time=30.9 ms
64 bytes from 8.8.8.8: icmp_seq=1187 ttl=114 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=1188 ttl=114 time=33.2 ms
64 bytes from 8.8.8.8: icmp_seq=1189 ttl=114 time=27.3 ms
64 bytes from 8.8.8.8: icmp_seq=1190 ttl=114 time=70.9 ms
64 bytes from 8.8.8.8: icmp_seq=1191 ttl=114 time=37.7 ms
64 bytes from 8.8.8.8: icmp_seq=1192 ttl=114 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=1193 ttl=114 time=21.3 ms
64 bytes from 8.8.8.8: icmp_seq=1194 ttl=114 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=1195 ttl=114 time=23.1 ms
64 bytes from 8.8.8.8: icmp_seq=1196 ttl=114 time=26.9 ms
64 bytes from 8.8.8.8: icmp_seq=1197 ttl=114 time=29.9 ms
64 bytes from 8.8.8.8: icmp_seq=1198 ttl=114 time=29.4 ms
64 bytes from 8.8.8.8: icmp_seq=1199 ttl=114 time=31.1 ms
64 bytes from 8.8.8.8: icmp_seq=1200 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=1201 ttl=114 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=1202 ttl=114 time=27.6 ms
64 bytes from 8.8.8.8: icmp_seq=1203 ttl=114 time=30.4 ms
64 bytes from 8.8.8.8: icmp_seq=1204 ttl=114 time=24.1 ms
64 bytes from 8.8.8.8: icmp_seq=1205 ttl=114 time=38.9 ms
64 bytes from 8.8.8.8: icmp_seq=1206 ttl=114 time=26.9 ms
64 bytes from 8.8.8.8: icmp_seq=1207 ttl=114 time=26.0 ms
64 bytes from 8.8.8.8: icmp_seq=1208 ttl=114 time=25.4 ms
64 bytes from 8.8.8.8: icmp_seq=1209 ttl=114 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=1210 ttl=114 time=23.2 ms
64 bytes from 8.8.8.8: icmp_seq=1211 ttl=114 time=30.1 ms
64 bytes from 8.8.8.8: icmp_seq=1212 ttl=114 time=204 ms
64 bytes from 8.8.8.8: icmp_seq=1213 ttl=114 time=39.8 ms
64 bytes from 8.8.8.8: icmp_seq=1214 ttl=114 time=33.5 ms
64 bytes from 8.8.8.8: icmp_seq=1215 ttl=114 time=45.0 ms
64 bytes from 8.8.8.8: icmp_seq=1216 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=1218 ttl=114 time=136 ms
64 bytes from 8.8.8.8: icmp_seq=1219 ttl=114 time=26.0 ms
64 bytes from 8.8.8.8: icmp_seq=1220 ttl=114 time=25.4 ms
64 bytes from 8.8.8.8: icmp_seq=1221 ttl=114 time=28.1 ms
64 bytes from 8.8.8.8: icmp_seq=1222 ttl=114 time=27.0 ms
64 bytes from 8.8.8.8: icmp_seq=1223 ttl=114 time=30.9 ms
64 bytes from 8.8.8.8: icmp_seq=1224 ttl=114 time=24.9 ms
64 bytes from 8.8.8.8: icmp_seq=1225 ttl=114 time=137 ms
64 bytes from 8.8.8.8: icmp_seq=1226 ttl=114 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=1227 ttl=114 time=33.3 ms
64 bytes from 8.8.8.8: icmp_seq=1228 ttl=114 time=26.5 ms
64 bytes from 8.8.8.8: icmp_seq=1229 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=1230 ttl=114 time=23.4 ms
64 bytes from 8.8.8.8: icmp_seq=1231 ttl=114 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=1232 ttl=114 time=28.1 ms
64 bytes from 8.8.8.8: icmp_seq=1233 ttl=114 time=24.2 ms
64 bytes from 8.8.8.8: icmp_seq=1234 ttl=114 time=30.4 ms
64 bytes from 8.8.8.8: icmp_seq=1235 ttl=114 time=28.8 ms
64 bytes from 8.8.8.8: icmp_seq=1236 ttl=114 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=1237 ttl=114 time=36.8 ms
64 bytes from 8.8.8.8: icmp_seq=1238 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=1239 ttl=114 time=23.4 ms
64 bytes from 8.8.8.8: icmp_seq=1240 ttl=114 time=23.0 ms
64 bytes from 8.8.8.8: icmp_seq=1241 ttl=114 time=22.2 ms
64 bytes from 8.8.8.8: icmp_seq=1242 ttl=114 time=26.4 ms
64 bytes from 8.8.8.8: icmp_seq=1243 ttl=114 time=29.7 ms
64 bytes from 8.8.8.8: icmp_seq=1244 ttl=114 time=23.1 ms
64 bytes from 8.8.8.8: icmp_seq=1245 ttl=114 time=133 ms
64 bytes from 8.8.8.8: icmp_seq=1246 ttl=114 time=30.3 ms
64 bytes from 8.8.8.8: icmp_seq=1247 ttl=114 time=28.9 ms
64 bytes from 8.8.8.8: icmp_seq=1248 ttl=114 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=1249 ttl=114 time=65.0 ms
64 bytes from 8.8.8.8: icmp_seq=1250 ttl=114 time=32.4 ms
64 bytes from 8.8.8.8: icmp_seq=1251 ttl=114 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=1252 ttl=114 time=23.2 ms
64 bytes from 8.8.8.8: icmp_seq=1253 ttl=114 time=26.6 ms
64 bytes from 8.8.8.8: icmp_seq=1254 ttl=114 time=24.4 ms
64 bytes from 8.8.8.8: icmp_seq=1255 ttl=114 time=27.0 ms
64 bytes from 8.8.8.8: icmp_seq=1256 ttl=114 time=30.3 ms
64 bytes from 8.8.8.8: icmp_seq=1257 ttl=114 time=29.0 ms
64 bytes from 8.8.8.8: icmp_seq=1258 ttl=114 time=23.6 ms
64 bytes from 8.8.8.8: icmp_seq=1259 ttl=114 time=33.1 ms
64 bytes from 8.8.8.8: icmp_seq=1260 ttl=114 time=33.8 ms
64 bytes from 8.8.8.8: icmp_seq=1261 ttl=114 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=1262 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=1263 ttl=114 time=75.0 ms
64 bytes from 8.8.8.8: icmp_seq=1264 ttl=114 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=1265 ttl=114 time=22.5 ms
64 bytes from 8.8.8.8: icmp_seq=1266 ttl=114 time=133 ms
64 bytes from 8.8.8.8: icmp_seq=1267 ttl=114 time=26.4 ms
64 bytes from 8.8.8.8: icmp_seq=1268 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=1269 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=1270 ttl=114 time=28.1 ms
64 bytes from 8.8.8.8: icmp_seq=1271 ttl=114 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=1272 ttl=114 time=30.1 ms
64 bytes from 8.8.8.8: icmp_seq=1273 ttl=114 time=24.9 ms
64 bytes from 8.8.8.8: icmp_seq=1274 ttl=114 time=35.6 ms
64 bytes from 8.8.8.8: icmp_seq=1275 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=1276 ttl=114 time=23.0 ms
64 bytes from 8.8.8.8: icmp_seq=1277 ttl=114 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=1278 ttl=114 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=1279 ttl=114 time=29.4 ms
64 bytes from 8.8.8.8: icmp_seq=1280 ttl=114 time=32.6 ms
64 bytes from 8.8.8.8: icmp_seq=1281 ttl=114 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=1282 ttl=114 time=29.8 ms
64 bytes from 8.8.8.8: icmp_seq=1283 ttl=114 time=46.7 ms
64 bytes from 8.8.8.8: icmp_seq=1284 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=1285 ttl=114 time=20.4 ms
64 bytes from 8.8.8.8: icmp_seq=1286 ttl=114 time=30.0 ms
64 bytes from 8.8.8.8: icmp_seq=1287 ttl=114 time=35.6 ms
64 bytes from 8.8.8.8: icmp_seq=1288 ttl=114 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=1289 ttl=114 time=28.3 ms
64 bytes from 8.8.8.8: icmp_seq=1290 ttl=114 time=24.9 ms
64 bytes from 8.8.8.8: icmp_seq=1291 ttl=114 time=25.0 ms
64 bytes from 8.8.8.8: icmp_seq=1292 ttl=114 time=24.0 ms
64 bytes from 8.8.8.8: icmp_seq=1293 ttl=114 time=28.4 ms
64 bytes from 8.8.8.8: icmp_seq=1294 ttl=114 time=23.5 ms
64 bytes from 8.8.8.8: icmp_seq=1295 ttl=114 time=26.6 ms
64 bytes from 8.8.8.8: icmp_seq=1296 ttl=114 time=21.1 ms
64 bytes from 8.8.8.8: icmp_seq=1297 ttl=114 time=38.8 ms
64 bytes from 8.8.8.8: icmp_seq=1298 ttl=114 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=1299 ttl=114 time=31.1 ms
64 bytes from 8.8.8.8: icmp_seq=1300 ttl=114 time=28.1 ms
64 bytes from 8.8.8.8: icmp_seq=1301 ttl=114 time=31.0 ms

--- 8.8.8.8 ping statistics ---
1301 packets transmitted, 1300 received, 0.076864% packet loss, time 1301506ms
rtt min/avg/max/mdev = 16.559/31.286/333.387/19.941 ms
